header,user,body,title
anxiety,Brity,"hello, my autocorrect attempted to write ""help"" and that probably is what I need. For the majority of my life I have felt that I'm unable to get up out of bed, it was just a sudden occurrence that I no longer felt awakened by the new day and just slumped in exhaustion. Preferring the comfort of my bed",I don't like that I got here
anxiety,LynnSalv,"Today I finally went to a psychiatrist and got formally diagnosed with dysthymia. Not sure how to feel about it. On one hand, it sucks having this but in the other, now I know it is something else and not just me being dramatic and exagerating my feelings. 

Anyways, they gaved me Fluoxetine for 1 month",Finally diagnosed + Fluoxetine help
post-traumatic-stress-disorder-ptsd,ADAATeamLise,"ADAA is delighted to announce our newest free, anonymous peer to peer support community for those struggling with   -      ( ).

This is a safe space to learn from and share with others who are coping with PTSD.",New ADAA Post-Traumatic Stress Disorder (PTSD) Community Launches
post-traumatic-stress-disorder-ptsd,Kia17,"It will also allow MDMA, known as ecstasy in tablet form, for  -      ( ).

https://www.bbc.com/news/world-australia-66049989.amp",Australia approves ecstasy and magic mushrooms for medical use
post-traumatic-stress-disorder-ptsd,ADAATeamLise,"ADAA is delighted to announce our newest free, anonymous peer to peer support community for those struggling with   -      ( ).

This is a safe space to learn from and share with others who are coping with PTSD.",ADAA Launches a New Post-Traumatic Stress Disorder Support Community
post-traumatic-stress-disorder-ptsd,ADAATeamLise,"ADAA is delighted to welcome you to our newest Health Unlocked peer to peer support community for those struggling with   -      ( ).

This is a safe space to learn from and share with others who are coping with PTSD.",Welcome to the ADAA PTSD Community!
post-traumatic-stress-disorder-ptsd,Bearwhisp,"Hi I've just joined and would like to introduce myself.I live with psycosis (hearing voices mostly) and have suffered from complex PTSD, anxiety and depression. It's been a difficult road.

I'm in a good place at the moment thanks to some wonderful people in the NHS, my family (including my dog) and",Helloo
post-traumatic-stress-disorder-ptsd,LostScorpio,"Hello I have Complex PTSD, depression and serious anxiety problems. I am tired of dealing with all of this everyday. I would never inflict harm on myself or others though. I joined this group so I could maybe have people to talk to........if I can help others, that would be great too!",Tired
post-traumatic-stress-disorder-ptsd,SurvivingEveryday,"My PTSD symptoms include an overwhelming shame. It can be overwhelming at times. Part of it is shame for the things that happened to me, and part of it is shame for the things that I truly did. 

I know we ""sufferers"" can manifest things differently, and for me my shame is overwhelming at times. 

How",Feeling Shame...
post-traumatic-stress-disorder-ptsd,SurvivingEveryday,"My PTSD symptoms include an overwhelming shame. It can be overwhelming at times. Part of it is shame for the things that happened to me, and part of it is shame for the things that I truly did. 

I know we ""sufferers"" can manifest things differently, and for me my shame is overwhelming at times. 

How",Shame
post-traumatic-stress-disorder-ptsd,SurvivorF,"I lost my dog of 15 years on July 7th and I've been having a really hard time with it I don't feel like I'm understood where I am, I already struggle with ptsd anxiety panic disorder and depression",Depression and grief
post-traumatic-stress-disorder-ptsd,ChelseaBlue01,"Hi this is my first post to this group.



Ive recently been diagnosed with PTSD after seeing a specialist neuropsychiatrist for Non epileptic attack disorder. I was just wondering if there is anyone on here that also has this diagnosis? im really struggling to accept the PTSD diagnosis and the seizures",Dissociative seizures from PTSD
post-traumatic-stress-disorder-ptsd,Sushi2345,"I can’t get over my ex for the life of me and it’s almost been a year .  Thoughts pop up of her all day long ,  I get flashbacks of our relationship,  fear at times ,  scared to leave my house since she lives close to me .    What is this ?  Trauma ? PTSD ?  C-PTSD?   It’s super sad .     I’ve done EMDR",Intrusive thoughts of Ex
post-traumatic-stress-disorder-ptsd,Zyalishawn,"for years I’ve suffered from ptsd, I haven’t worked on it yet have been to therapy just never invested in it. Now it’s effecting my family and I’m tired of it I just want to learn the tools to use to cope with it because my family deserves better",help me please my ptsd
post-traumatic-stress-disorder-ptsd,210272,"... so hope it will be beneficial to p/w FND too :) 
https://doi.org/10.1136/bmjopen-2023-073727",This looks interesting :) I know people with PTSD who have benefited from EMDR ...
post-traumatic-stress-disorder-ptsd,Downinil,"Hi, I’ve been living with clinical depression, OCD, and anxiety since about age 9. Recently I’ve been diagnosed with agoraphobia and PTSD as well. I’m managing Chronic pain and chronic kidney disease as well. I’m reaching out to people who may understand my situation and be able to provide some emotional",Help!
post-traumatic-stress-disorder-ptsd,Bossingit,"I was diagnosed SLE last year. Recovery and getting on meds was going pretty well, returning to work etc. 

more recently I’ve returned to counselling due to a decline in my mental health. After about a month of sessions my counsellor started mentioning PTSD and has asked me to fill in an assessment,","SLE diagnosis, potential PTSD"
post-traumatic-stress-disorder-ptsd,AussieNeil,"[i]You have probably heard of “fight or flight” responses to distressing situations. You may also be familiar with the tendency to “freeze”. But there is another defence or survival strategy a person can have: “fawn”.[/i]

[i][/i]

From https://theconversation.com/what-is-fawning-how-is-it-related-to-trauma-and-the-fight-or-flight-response","What is ‘fawning’ - the lesser known of the 4 F's? How is it related to trauma, PTSD and the ‘fight or flight’ response?"
post-traumatic-stress-disorder-ptsd,applejax7,I'm looking at a potential C-PTSD diagnosis with abandonment issues.  Any advice/experiences/general knowledge anyone has would be SUPER appreciated.,C-PTSD?
post-traumatic-stress-disorder-ptsd,Amalyy,"Hello everyone, first of all I apologize for my english (I'm from Morocco), we don't have support groups over here. I wanted to ask you guys If PTSD can also become generalized anxiety disorder? I have severe panic attacks since 2014.",Anxiety/ptsd
post-traumatic-stress-disorder-ptsd,Against_the_current,"Firstable i thought dad's the bad guy. Then mom. Adored sis and thought she's much stronger and mature than me. Then sis told dad about my job without my permission and he will stop my funds and i felt like those two betrayers. Or maybe im overreacting, i hope i am. Then mom supported me on the phone",Idk who is who in my family 
post-traumatic-stress-disorder-ptsd,kainasar,"Is this PTSD? 

Last week a special word lead me to a very painful drama far in the past that hasnt been thought of in many years.

 Now memories and images repeat and all the painful is ever present with each image. Brain wants to process, so the painful emotions and tears return. 

Im taking Zoloft",the keyword
clinical-depression,Figar,"The thing is though that this morning I had a chat with my GP as I haven't been feeling well lately, and she said I present with all the   symptoms of  , and that because I have tried so many things (from mindfulness to exercise) and things are not getting better, she would suggest trying",Sertraline and Pregabalin
